id,name,lat,lng,price €,bedrooms,beds,person capacity,room type,property type,reviews,star rating,user_id,user reviewed count,picture count,neighborhood,city,house rules,summary,description,space,transit
11902622,HUGE(170m2!) apt in CITY CENTER,52.36939979728176,4.900482260453472,439,4,7,9,Entire home/apt,Apartment,1,,63485487,1,12,,Amsterdam,"We kindly ask you to respect the following house rules:
- Please keep the noise down, especially when entering the complex. After all, you share the building with other people living there. All in all: we kindly ask you to respect your neighbours; 
- Please do not accept any mail packages from the mail man, only the house owner is allowed to do so; 
- We guarantee a clean house when checking in. When checking out, please leave the apartment closely to the same state as it was provided to you, in order to avoid double cleaning charges; 
- No music after 22:00; 
- Smoking and/or using drugs in the apartment and/or complex is strictly prohibited. The penalty is a fine up to €100,- 
- No additional guests allowed without approval; 
- Make sure to turn off the lights, heating and gas nozzle when it is not needed - respect the environment; 
- No house parties; 
- Please do not park your bikes directly in front of the apartment, but in a designated area only; 
- Please be aware of the check in and check out times. These are after 15.00 PM and before 11.00 AM respectively. 
- Late check in: After 8:00PM, we will have to charge €20 extra; 
- May the bad luck occur that you loose the key or accidentally take it with you when checking out, we have to charge €100,- for replacing the lock and making new key cuts.","This apartment is perfect for your stay in Amsterdam! Located in the CITY CENTER! Walking distance from Central station, 'Leidseplein' and 'Rembrandtplein'. Huge living space(170m2), 4 bedrooms with 9 beds, fully-equipped kitchen and huge living room","This apartment is perfect for your stay in Amsterdam! Located in the CITY CENTER! Walking distance from Central station, 'Leidseplein' and 'Rembrandtplein'. Huge living space(170m2), 4 bedrooms with 9 beds, fully-equipped kitchen and huge living room

An unforgettable stay awaits you here in this color rich, bright and spacious 4-bedroom apartment in the CITY CENTER.

The living room is beautifully designed letting in light with a  spacious layout it keeps relaxation in mind. Kick off your shoes and relax on one of the huge couches.

The fully equipped kitchen with a warm atmosphere entices you to hone your inner chef and prepare a delicious home-made meal for you and your loved ones.

There are four large bedrooms in this apartment. On the first floor, you will find two large bedrooms. One bedroom has a single bed and the other has a double bed. On the second floor, you will find an another room with double bed, separated by a door you will find a huge room with four single beds. Enough sleeping space for everybody!

After a long day of exploring Amsterdam, you can enjoy a warm and muscle-relaxing shower in this lovely bathroom with bathtub!


MAIN FEATURES 
★ Perfect location in the city center
★ Huge Apartment (172m2)
★ Four bedrooms with enough sleeping space for 9 people!
★ Fully equipped modern kitchen 
★ Fast and free wifi!
★ Washer and dryer

You will have access to the entire apartment. Make yourself at home.

Feel free to contact us on our phone during your stay, if you have any questions about the apartment, or if you need any recommendations or tips on how to get around in the area and city. We're always happy to help. 
We are also able to meet up with you personally if desired. Just shout the word and we'll be at the spot!

The Wallen is located in the very center of Amsterdam, some of the oldest buildings can be found here.

The area has plenty of beautiful canals, lots of history, and the famous Red Light District. If you would rather go shopping, the Kalverstraat is also located close by. Everything is right around the corner, including a lot of restaurants where you can get an amazing dinner. Visit China Town or take a stroll through the small streets along the canals!

The apartment is located walking distance from all the main attractions and important areas of the city. If you want to visit other areas of the city, you can take the tram at Dam Square. All the city's trams stop at this strategic location.

Freshly made up beds with the finest quality linen & towels (1 per person) will be waiting for you upon arrival. We want to welcome you into a clean and cosy home!","An unforgettable stay awaits you here in this color rich, bright and spacious 4-bedroom apartment in the CITY CENTER.

The living room is beautifully designed letting in light with a  spacious layout it keeps relaxation in mind. Kick off your shoes and relax on one of the huge couches.

The fully equipped kitchen with a warm atmosphere entices you to hone your inner chef and prepare a delicious home-made meal for you and your loved ones.

There are four large bedrooms in this apartment. On the first floor, you will find two large bedrooms. One bedroom has a single bed and the other has a double bed. On the second floor, you will find an another room with double bed, separated by a door you will find a huge room with four single beds. Enough sleeping space for everybody!

After a long day of exploring Amsterdam, you can enjoy a warm and muscle-relaxing shower in this lovely bathroom with bathtub!


MAIN FEATURES 
★ Perfect location in the city center
★ Huge Apartment (172m2)
★ Four bedrooms with enough sleeping space for 9 people!
★ Fully equipped modern kitchen 
★ Fast and free wifi!
★ Washer and dryer","The apartment is located walking distance from all the main attractions and important areas of the city. If you want to visit other areas of the city, you can take the tram at Dam Square. All the city's trams stop at this strategic location."
11907868,Cosy apartment near centre,52.35640442126305,4.909483919067151,125,1,1,2,Entire home/apt,Apartment,7,4.5,3399485,7,13,Oosterparkbuurt,Amsterdam,"DO'S & DONT'S

It's a quiet place so please stay in harmony with the building and apartment.

-Respect the neighbours, so when entering the house please don't scream or do anything that can provoke complaints
-No personal belongings allowed in the main hall or staircase. Only in the private area in front of the apartment door
-No house parties 
-Nobody is allowed accept the people who booked the apartment. If you are planning this please do let me know so I can decide if I can make an exception 
-Smoking is only permitted in the outside areas
-Don't take any personal belongings from the house
-Please try not to damage anything
-Don't wear high neeld heels in the house or any shoes that will create noise or damage to the floor
-If extra cleaning is needed due to extreme abuse of the building these costs will be confiscated
-If you want to turn on the heater in the bedroom make sure nothing is on top of it
- Please turn off the lights and turn down the central heater when leaving the apartment

If any of the above situations may occur the deposit will (partly) not be refunded or even maybe even lead to possible additional fines by AirBnb.

Please don't let this list scare you. It's just for the protection of the house. Please do relax and enjoy your stay.","A small beautiful modern appartment with terrace and roofterrace in lively and cosy Eastside of Amsterdam. The popular neighbourhood offers a lot of nice restaurants, bars and shops. The Amstel kanal is only 1 minute walk away. Ideal for a couples.","A small beautiful modern appartment with terrace and roofterrace in lively and cosy Eastside of Amsterdam. The popular neighbourhood offers a lot of nice restaurants, bars and shops. The Amstel kanal is only 1 minute walk away. Ideal for a couples.",,
11913494,First Class Penthouse@Canal/Centre,52.37363710135083,4.89870815486865,175,3,3,4,Entire home/apt,Apartment,0,,6999042,1477,28,De Wallen,Amsterdam,"YOU HAVE TO RESPECT THE NEIGHBOURS AND NEIGHBOURHOOD
PLEASE TAKE CARE OF THE BELONGINGS!
NO PARTIES","Ever wanted to stay in Huge Penthouse in the Centre of Amsterdam at the canal?  This Penthouse is situated in the heart of Amsterdam near DAM square, Main station, Red Light district and close to Rembrandt square& the Nine Streets area.","Ever wanted to stay in Huge Penthouse in the Centre of Amsterdam at the canal?  This Penthouse is situated in the heart of Amsterdam near DAM square, Main station, Red Light district and close to Rembrandt square& the Nine Streets area.

This district is thé place to be if you are in Amsterdam. The stunning Penthouse is amazing, centrally located, spacious and part of a monumental building. It’s an house of 150 square meters with 3 different levels and located in the heart of Amsterdam at the canal. If you would like to feel and live like a local of Amsterdam this is an amazing place to stay! The ultimate Amsterdam Experience. EVERYTHING WITHIN WALKING DISTANCE!

Staying at this house will undoubtedly be a marvelous experience! This house is an amazing a true distinctive experience in the heart of Amsterdam. It’s an ideal loft on a perfect central location for yourself, family and friends to start to feel like a Local of Amsterdam at the same time, with an authentic and cultural atmosphere. This neighbourhood is brimming with great cafés, culinair restaurants, bars, galleries, museums, art&design, authentic shops. All that you need is there!

Because of the wonderful location of the apartment, you can really taste how it feels to live like a local of Amsterdam in the centre of the city. 

This Traditional and Authentic Penthouse has got a huge characteristic living room where you can really relax after a day of exploring the city. There is a huge flat screen TV, some comfortable couches and chairs. On the other side of the apartment there is a fully equipped open kitchen with a lovely dining table and a breakfast bar. Perfect for a lovely dinner, breakfast, lunch or some wines and beers☺
From the living you have an amazing view of oldest city centre of Amsterdam and it’s a great view spot for the canal. 

On the top level of the penthouse
‘The Eagle nest’, a very spacious Masterbedroom with a Kingsize Double bed, Flatscreen TV and enough storage space with next to it a big ensuite Masterbathroom and a separate toilet. 

On the third floor; You will find 2 guestrooms with both double beds and enough storage space. Next to this rooms is also a separate study room/reading room with a desk, perfect for business or work. And a guest bathroom with a Rainshower and toilet.

You will also have access to free Wifi and enough storage space. Towels and linen are included for the whole period.
All of this in combination with the traditional house gives you a real experience of the historical ambiance of the Amsterdam! This house is perfect for a city trip, holiday or business trip you will never forget!

We are really looking forward to meet you, show you around at the apartment and to give you all the inside tips and tricks about Amsterdam. Please notice after 8pm we ask a late arrival fee of 20 euro and after 11pm 30 euro. 

If you have got any questions please contact us!","This district is thé place to be if you are in Amsterdam. The stunning Penthouse is amazing, centrally located, spacious and part of a monumental building. It’s an house of 150 square meters with 3 different levels and located in the heart of Amsterdam at the canal. If you would like to feel and live like a local of Amsterdam this is an amazing place to stay! The ultimate Amsterdam Experience. EVERYTHING WITHIN WALKING DISTANCE!

Staying at this house will undoubtedly be a marvelous experience! This house is an amazing a true distinctive experience in the heart of Amsterdam. It’s an ideal loft on a perfect central location for yourself, family and friends to start to feel like a Local of Amsterdam at the same time, with an authentic and cultural atmosphere. This neighbourhood is brimming with great cafés, culinair restaurants, bars, galleries, museums, art&design, authentic shops. All that you need is there!

Because of the wonderful location of the apartment, you can really taste how it feels to live like a local of Amsterdam in the centre of the city. 

This Traditional and Authentic Penthouse has got a huge characteristic living room where you can really relax after a day of exploring the city. There is a huge flat screen TV, some comfortable couches and chairs. On the other side of the apartment there is a fully equipped open kitchen with a lovely dining table and a breakfast bar. Perfect for a lovely dinner, breakfast, lunch or some wines and beers☺
From the living you have an amazing view of oldest city centre of Amsterdam and it’s a great view spot for the canal. 

On the top level of the penthouse
‘The Eagle nest’, a very spacious Masterbedroom with a Kingsize Double bed, Flatscreen TV and enough storage space with next to it a big ensuite Masterbathroom and a separate toilet. 

On the third floor; You will find 2 guestrooms with both double beds and enough storage space. Next to this rooms is also a separate study room/reading room with a desk, perfect for business or work. And a guest bathroom with a Rainshower and toilet.

You will also have access to free Wifi and enough storage space. Towels and linen are included for the whole period.
All of this in combination with the traditional house gives you a real experience of the historical ambiance of the Amsterdam! This house is perfect for a city trip, holiday or business trip you will never forget!

We are really looking forward to meet you, show you around at the apartment and to give you all the inside tips and tricks about Amsterdam. Please notice after 8pm we ask a late arrival fee of 20 euro and after 11pm 30 euro. 

If you have got any questions please contact us!",
11923077,"Light apartment, with sunny terrace",52.35068502398587,4.917080539976927,99,1,1,2,Entire home/apt,Apartment,10,5,25299906,12,14,,Amsterdam,Only cat lovers allowed!,"This is where my cat Gijs and I live the Amsterdam life! A sweet apartment located in the east of Amsterdam, 10 minutes from the city centre. The apartment is situated on the 4th floor. Renting my spot, comes with cuddling my caracteristic cat :-)","This is where my cat Gijs and I live the Amsterdam life! A sweet apartment located in the east of Amsterdam, 10 minutes from the city centre. The apartment is situated on the 4th floor. Renting my spot, comes with cuddling my caracteristic cat :-)

Apartment of 42 sq. meters, terrace of 12 sq. meters, whole day sun!

The whole apartment.","Apartment of 42 sq. meters, terrace of 12 sq. meters, whole day sun!",Public transport to the centre within 5 minutes walk
11975841,Renovated apartment close to Amstel,52.357136673856736,4.911658203634164,100,1,1,2,Private room,Apartment,0,,6406027,11,1,Oosterparkbuurt,Amsterdam,,"I have a double room available in my renovated apartment. You will have a private bedroom, we share the bathroom, living room and kitchen. The apartment is close to the Amstel en Oosterpark, tram 3 and metro stops next to the apartment.","I have a double room available in my renovated apartment. You will have a private bedroom, we share the bathroom, living room and kitchen. The apartment is close to the Amstel en Oosterpark, tram 3 and metro stops next to the apartment.",,
11966081,Benedenwoning met tuin,52.35232174803371,4.9169008946264405,113,1,1,2,Entire home/apt,Apartment,0,,63916400,0,7,Oosterparkbuurt,Amsterdam,Dishwasher available,"Fijne benedenwoning met tuin op  het zuidwesten.  1 slaapkamer met een tweepersoonsbed met 2 losse matrassen. Afwasmachine, regendouche.  Volledig gerenoveerd in 2011, zeer nette woning. Op 6 minuten loopafstand van Station Amsterdam Amstel.","Fijne benedenwoning met tuin op  het zuidwesten.  1 slaapkamer met een tweepersoonsbed met 2 losse matrassen. Afwasmachine, regendouche.  Volledig gerenoveerd in 2011, zeer nette woning. Op 6 minuten loopafstand van Station Amsterdam Amstel.",,
11957307,"Central, light & spacious apartment",52.37037290153874,4.899213076831984,145,1,2,2,Entire home/apt,Apartment,3,5,63863241,3,15,,Amsterdam,"Please leave the apartment as you found it.
It is not allowed to host any parties at our apartment or to invite any other people into the apartment during your stay.
Smoking or any kind of drugs are not allowed in the apartment.
Please always lock the front door of the apartment.","This apartment is located in the middle of the Amsterdam city centre. 5 min walk to the Damsquare, metro across the street and 1 stop away from the Central Station.
The 2floor apartment is big enough for 4 people to sleep, cook, chill and enjoy Adam","This apartment is located in the middle of the Amsterdam city centre. 5 min walk to the Damsquare, metro across the street and 1 stop away from the Central Station.
The 2floor apartment is big enough for 4 people to sleep, cook, chill and enjoy Adam

The apartment is located on the 3rd and 4rd floor. It's light and clean and has the Zuiderkerk as apartment view.
It is possible to accommodate more than 2 people in the apartment since there is a pull-out sofa bed available in the living room. If you would like to rent the apartment for 4 people (instead of 2) this will be possible for an additional charge.

You have access to all spaces, accept from 1 bedroom. On the 3rd floor there is a sofa bed. The double bed is on the 4th floor

During your stay either one of us will be available and in the city to help out with any questions.

As you can see on the map our apartment is located in the middle of the city centre. Some people might think that it will be to busy on the street at night. However, especially at night it's pretty quiet, even in the weekends.

There is a metro stop across the street, which is one stop away from the Central Station. Dam square, Rokin, the Flower Market, de Kalverstraat (famous shopping street) en de Negen Straatjes are a -+10 min walk away from the apartment. At the Dam square there is a big tram stop. Multiple bike rental possibilities can be find close to the apartment.

The apartment is located on the 3rd and 4th floor and therefore not suited for guests with reduced mobility. 
On the first and second floor the apartments of our neighbors can be find. Since our neighbors live in the same apartment you might see them in the hallway.","The apartment is located on the 3rd and 4rd floor. It's light and clean and has the Zuiderkerk as apartment view.
It is possible to accommodate more than 2 people in the apartment since there is a pull-out sofa bed available in the living room. If you would like to rent the apartment for 4 people (instead of 2) this will be possible for an additional charge.","There is a metro stop across the street, which is one stop away from the Central Station. Dam square, Rokin, the Flower Market, de Kalverstraat (famous shopping street) en de Negen Straatjes are a -+10 min walk away from the apartment. At the Dam square there is a big tram stop. Multiple bike rental possibilities can be find close to the apartment."
11935509,The Green Place Studio,52.371034347196684,4.901116372848443,215,0,2,2,Entire home/apt,Apartment,0,,41042925,27,19,Nieuwmarkt en Lastage,Amsterdam,,"Bright, colourfully decorated canal view studio for five guests in a top location at Nieuwmarkt Square.

Newly renovated, this cannabis friendly apartment comprises one big room with a double and three single beds, a small kitchen and shower room.","Bright, colourfully decorated canal view studio for five guests in a top location at Nieuwmarkt Square.

Newly renovated, this cannabis friendly apartment comprises one big room with a double and three single beds, a small kitchen and shower room.

The studio has a TV, two small dining tables with stools and a couple of chairs.
Basic kitchenette with microwave, kettle, stove and fridge
The studio has a double bed and 2 singles.

The bathroom comes with a shower, washbasin and toilet

The apartment is located at Nieuwmarkt Square, with cafes, restaurants and coffee shops galore, much frequented by tourists and locals alike.

Adjacent to Nieuwmarkt are the Red Light District, China Town, Waterlooplein, Dam Square and Central Station.","The studio has a TV, two small dining tables with stools and a couple of chairs.
Basic kitchenette with microwave, kettle, stove and fridge
The studio has a double bed and 2 singles.

The bathroom comes with a shower, washbasin and toilet","The apartment is located at Nieuwmarkt Square, with cafes, restaurants and coffee shops galore, much frequented by tourists and locals alike.

Adjacent to Nieuwmarkt are the Red Light District, China Town, Waterlooplein, Dam Square and Central Station."
12013103,Hermitage Canal Apartment,52.36152038226174,4.905935396993444,200,2,2,4,Entire home/apt,Apartment,2,,64263730,5,9,Weesperbuurt en Plantage,Amsterdam,Guest should behave correctly and respect the security and comfort of the other residents. There are house rules to be signed at arrival. In order to maintain the quality a security deposit is required and refunded at check out.,"Ideal canalside location with elevator next to the Amstel river in the heart of the City, next to the Hermitage Museum, Rembrandt House, Carree theatre, The Opera House and Rembrandt Square. You can do everything on foot.","Ideal canalside location with elevator next to the Amstel river in the heart of the City, next to the Hermitage Museum, Rembrandt House, Carree theatre, The Opera House and Rembrandt Square. You can do everything on foot.

This apartment is very complete and also ideal for temporary residence in case you need to be in Amsterdam for a longer time like business or conference.

The whole apartment is at your disposal. However it is located in a 14 apartment residence with elevator and a shared main entrance. No concierge available.

I live close by and you can contact me during office hours by telephone, (SENSITIVE CONTENTS HIDDEN) or email.

Many points of interest in the direct vicinity like Carree theatre, Hermitage Museum and Rembrandt House. You can see the Amstel River from your front balcony. The Neighborhood is a quiet residential canal off the busy parts of town.

Direct metro line with 2 stops to Central Station. Taxi service available at the airport or cheaper taxi deals on request. Bike rentals available in the direct neighborhood.",This apartment is very complete and also ideal for temporary residence in case you need to be in Amsterdam for a longer time like business or conference.,Direct metro line with 2 stops to Central Station. Taxi service available at the airport or cheaper taxi deals on request. Bike rentals available in the direct neighborhood.
12013939,"Lovely, cosy apartment @ best spot",52.35757937625049,4.907928254467777,100,1,1,2,Entire home/apt,Apartment,8,4,64269622,8,30,Oosterparkbuurt,Amsterdam,"Please don't trash the place, don't smoke inside or be loud at night. Other than that, enjoy it as your own home!","This is a great place to stay for your time in Amsterdam. The location is like no other, right next to the beautiful Amstel river and very close to the city centre, but in a quiet authentic neighborhood. With a very comfortable bed and great bathroom","This is a great place to stay for your time in Amsterdam. The location is like no other, right next to the beautiful Amstel river and very close to the city centre, but in a quiet authentic neighborhood. With a very comfortable bed and great bathroom

The apartment is on the 4th flour of a historic and authentic Amsterdam building. It is located in a famous neighborhood right on the very photogenic river Amstel. Have a (romantic) walk in the evening along the river Amstel and walk towards the famous theatre Carré and the lovely Skinny Bridge

You have access to the whole studio with bathroom. You do not have to share this studio with others. There is not kitchen present, however there is a refrigerator.

Iamb&b will let you in, hand you the keys and show you around in the studio and if you like in Amsterdam. After that you can always call if you need any assistance.

The studio is located in a great street with very authentic houses. The neighborhood is very relaxed and close to the city centre. Many nice restaurants, café's and bars are located right around the corner or even on the opposite side of the street! A few blocks away there is the Sarphatipark and going the other way there is the Oosterpark

Distance to Dam Square: 2.3 km
Distance to Museum Square: 2.3 km
Distance to Central Station: 2.8 km

The metro is going right around the corner and brings you to the Central Station within no time. Also tram 3 is going through the street and brings you to Amsterdam West and Amsterdam East within a few minutes.

Normal check-in and check-out times:
Check-out  11:00 am.
Check-in  before 21:00 pm.
Check in after 21:00 is possible but it costs an additional of 20,- euro. For check ins after midnight we charge an additional check in fee of 50,-.
For other in- and check-out times please contact me.",The apartment is on the 4th flour of a historic and authentic Amsterdam building. It is located in a famous neighborhood right on the very photogenic river Amstel. Have a (romantic) walk in the evening along the river Amstel and walk towards the famous theatre Carré and the lovely Skinny Bridge,The metro is going right around the corner and brings you to the Central Station within no time. Also tram 3 is going through the street and brings you to Amsterdam West and Amsterdam East within a few minutes.
12037581,Unique stay at the canals!,52.36506310405779,4.900226429343695,110,1,1,2,Entire home/apt,Apartment,2,,52628715,37,10,Grachtengordel,Amsterdam,"Please don't trash the place, don't smoke inside or be loud at night. Other than that, enjoy it as your own apartment.","This ground floor apartment is perfect for your stay in Amsterdam, right at the famous canals you feel right at home in our beautiful capital. With all the main attractions close to your door you never want to leave!","This ground floor apartment is perfect for your stay in Amsterdam, right at the famous canals you feel right at home in our beautiful capital. With all the main attractions close to your door you never want to leave!

The apartment is quite unique. Right on the canals it's spacious and bright. It has everything you need and you will feel right at home in this classic canalhouse. Don't look in any further, you have found your palace for your holliday.

You have access to the whole house with kitchen, bedroom, bathroom and living room. You do not have to share this apartment with others.

Iamb&b will let you in, hand you the keys and show you around in the house and if you like in Amsterdam. After that you can always call if you need any assistance.

Built during the city’s Golden Age, the three parallel canals are interconnected with streets filled with shopping, eating and drinking opportunities. The Canal Ring is made up of Herengracht, Keizersgracht and Prinsengracht. In a way, the Canal Ring forms a crossover from the more bustling Centre to the gentler outer neighbourhoods of Jordaan, Museum District and De Pijp. The Canal Ring includes the city’s two main nightlife and culture squares. Leidseplein features such legendary concert halls as Paradiso and Melkweg. Rembrandtplein has several bars, two large nightclubs (Escape and Air), and ‘old world’ evocative treasures such as De Kroon and Café Schiller. The whole area is dotted with Amsterdam's beloved neighbourhood ‘brown cafes'.

To get from Schiphol Airport to the apartment: Take the train to Amsterdam Central statiom, then take Metro 51, 53 or 54. Get out at Waterloopplein. Than walk for 5 minutes to the apartment.

Check-out  11:00 am.
Check-in  before 21:00 pm.
Check in after 21:00 is possible but it costs an additional of 20,- euro. After 0:00, we ask an additional 50 euro
For other in- and check-out times please contact me.","The apartment is quite unique. Right on the canals it's spacious and bright. It has everything you need and you will feel right at home in this classic canalhouse. Don't look in any further, you have found your palace for your holliday.","To get from Schiphol Airport to the apartment: Take the train to Amsterdam Central statiom, then take Metro 51, 53 or 54. Get out at Waterloopplein. Than walk for 5 minutes to the apartment."
12038171,Loft Skinny bridge,52.36333149083263,4.904143341105685,249,1,3,5,Entire home/apt,Apartment,4,4.5,606949,6,13,Weesperbuurt en Plantage,Amsterdam,"1. Check in before 12.00. check out before 14.00
2. This is a non smoking unit. You can smoke on the roof terrace 
3. Pets are not permitted.
 4. Damage/Reservation deposit- The deposit is fully refundable provided the following provisions are met. 
a. No damage is done to unit or its contents, beyond normal wear and tear. 
 b. No charges are incurred due to contraband.
c. All keys are left in the mailbox or in 
d. No linens are lost or damaged and no extra linens are dirtied. 
e. There is no smoking in the apartment. 
 f. There are no complaints from the neighbors in regards to your stay.
5. Inclusive fees - Rates include a one-time linen-towel setup. 
6. No daily maid service - While linens and bath towels are included in the unit, daily maid service is not included in the rental rate however it is available at an additional rate.  
7. This is a residential building so no parties or large groups of guests in the house.
8. use a table cloth over the table while dining on the table.
9. no food is allowed on the sofa.
When leaving the appartment:
1. Turn off all lights
2. Put the heatingsystem on 17 degrees
3.","Loft appartment on ground floor.  with all the basic facilities you need.
In the entrance hall you can leave your bycicle or baby stroller.
On the perfect location; walking distance to: Waterlooplein, red light district, Rembrandplein, Albert Cuijp.","Loft appartment on ground floor.  with all the basic facilities you need.
In the entrance hall you can leave your bycicle or baby stroller.
On the perfect location; walking distance to: Waterlooplein, red light district, Rembrandplein, Albert Cuijp.

After your trip, you can relax by taking a bath in our bathroom with dimmed lights, or just lie on the sofa and watch a movie on Film 1, also with dimmed lights ;-). If you need any groceries, the supermarket is in the same street, here they have all the basic necessary things. (Your toothbrush/ paste for example, if you forgot it)
As you enter the loft, you come in the entrance hall, here you can leave you jacket in the closet. as you walk through the hall, you find the bathroom on the right side. At the end of the hallway there is a door, behind this door starts the kitchen, after the kitchen, dining table and after the dining table the sofa bed (for 2 persons) with TV in the large closet which separates the living room and bedroom. On the other side of this big closet is the bedroom and stairs to the roof terrace. In the closet in the bedroom you can leave your clothing. Our space is child friendly, we lived here with our 2 year old son. Baby crib is available on request. Baby stroller is easy to parc in the entrance hall.

The whole appartment is yours. You don't have to share the front door with neighbors.

If you need any advice or have any questions regarding the appartment you can reach me by Phone.

Loft is located in the city centre. Next to the Skinny bridge and Amstel canal. From this location you can walk to different shopping areas, restaurant areas club/bar areas. Also the zoo is located on walking distance.

Public transportation on walking distance, only 5 minutes walk from metro or tram.
If you rent a bycicle you can leave the bycicle in the entrance hall of the house.

It could be possible that you hear cats walking on the ceiling windows at night! So if you think you hear somebody walking on the roof, don't be scared,  it is most likely our neighbors cat Melvin.","After your trip, you can relax by taking a bath in our bathroom with dimmed lights, or just lie on the sofa and watch a movie on Film 1, also with dimmed lights ;-). If you need any groceries, the supermarket is in the same street, here they have all the basic necessary things. (Your toothbrush/ paste for example, if you forgot it)
As you enter the loft, you come in the entrance hall, here you can leave you jacket in the closet. as you walk through the hall, you find the bathroom on the right side. At the end of the hallway there is a door, behind this door starts the kitchen, after the kitchen, dining table and after the dining table the sofa bed (for 2 persons) with TV in the large closet which separates the living room and bedroom. On the other side of this big closet is the bedroom and stairs to the roof terrace. In the closet in the bedroom you can leave your clothing. Our space is child friendly, we lived here with our 2 year old son. Baby crib is available on request. Baby stroller is easy to parc in the entrance hall.","Public transportation on walking distance, only 5 minutes walk from metro or tram.
If you rent a bycicle you can leave the bycicle in the entrance hall of the house."
12087805,Stylish multi-family apartment,52.35563331900953,4.908439286535284,250,3,4,6,Entire home/apt,House,0,,1740785,126,16,Oosterparkbuurt,Amsterdam,Please do not smoke; do not bring extra guests during their stay in our house.,"This stylish apartment is designed and crafted by ourselves - it is one of a kind! Located in a popular residential neighborhood, you can easily taste the authentic Amsterdam life, enjoy the great connectivity and our cozy neighborhood.","This stylish apartment is designed and crafted by ourselves - it is one of a kind! Located in a popular residential neighborhood, you can easily taste the authentic Amsterdam life, enjoy the great connectivity and our cozy neighborhood.

This unique, designed apartment has two floors and a backyard. The ground floor has one bedroom (with bathroom), a living-dinning area with view towards the backyard, a fully-equiped kitchen, and a toilet. It's perfect for two persons; it's also possible for a family with a baby - we also have a baby cot.

You will have access to the entire apartment and do not have to share with the owners. The ground floor is open and entirely for you; the first floor will be closed.

Our host will help you to check-in, give you the keys and help you for any question. If you have any question, you can message us, but we will not be able to meet you in person.

Our house is a typical 19th century Amsterdam's town house in a quiet side street between the Amstel Riverside Boulevard and the university of Amsterdam. One can find a handful charming-, stylish- local cafés and restaurants around the corner. Our guests (from another ads) were always very happy and complimentary about our location.

You will have access to the entire apartment (with ground floor and first floor), but we kindly ask you not to access our first floor. For family with baby, we need to install extra baby cot so please communicate with us prior to your booking!","This unique, designed apartment has two floors and a backyard. The ground floor has one bedroom (with bathroom), a living-dinning area with view towards the backyard, a fully-equiped kitchen, and a toilet. It's perfect for two persons; it's also possible for a family with a baby - we also have a baby cot.",
12097118,"Luxury Houseboat, Beautiful Setting",52.360057730117894,4.908412948209943,280,2,3,4,Entire home/apt,Boat,3,4.5,64856738,3,24,Oosterparkbuurt,Amsterdam,"-no smoking or drugs allowed
-no pets allowed
-no party’s
-please respect the neighbours and the neighbourhood
-please lock the doors when you leave",Beautiful 2 bedroom on the river Amstel with secure entrance. A large open plan living space. If you want a place to relax after a long day or week you will find it here with easy links into central Amsterdam.,"Beautiful 2 bedroom on the river Amstel with secure entrance. A large open plan living space. If you want a place to relax after a long day or week you will find it here with easy links into central Amsterdam.

Situated in the heart of Amsterdam near historic sites and pubs. Extraordinary views. Beautifully finished interior. Large kitchen fully equipped, large bathroom for showering and fully functioning marine loo. Great beds for sweet dreams!

Spectacular views, historical sites, friendly locals, beautiful swans, and chatty geese and ducks! Right across the famous Amstel Hotel.

Guests have access to the entire boat and terrace.

There will be a personal host waiting for you upon arrival. They will stand ready to answer any questions you may have.

From Schiphol, take the train to Amsterdam Centraal. From there take tram 51, 53, or 54 and get off at Weesperplein. It is a 3 minute stroll to the boat from there.","Situated in the heart of Amsterdam near historic sites and pubs. Extraordinary views. Beautifully finished interior. Large kitchen fully equipped, large bathroom for showering and fully functioning marine loo. Great beds for sweet dreams!

Spectacular views, historical sites, friendly locals, beautiful swans, and chatty geese and ducks! Right across the famous Amstel Hotel.","From Schiphol, take the train to Amsterdam Centraal. From there take tram 51, 53, or 54 and get off at Weesperplein. It is a 3 minute stroll to the boat from there."
